OBJECTID,Route,RteSuffix,RouteS,PMRouteID,County,District,PMPrefix,bPM,ePM,PMSuffix,bPMc,ePMc,bOdometer,eOdometer,AlignCode,RouteType,Direction,Shape_Length
3185,120,,120,TUO120.RRR,TUO,10,R,0,5.782,R,R0.0R,R5.782R,39.505,45.287,Right Independent,State,EB,11823.7213107463
3186,147,,147,PLU147...L,PLU,2,,0,9.891,,0.0,9.891,0,9.891,Left,State,SB,20875.1917766829
3187,120,,120,STA120.TRR,STA,10,T,18.017,18.168,R,T18.017R,T18.168R,39.354,39.505,Right Independent,State,EB,297.167306183646
3188,120,,120,STA120...R,STA,10,,0,14.413,,0.0,14.413,21.378,35.791,Right,State,EB,29234.924357293
3189,178,,178,INY178...L,INY,9,,42.93,62.186,,42.93,62.186,131.507,150.763,Left,State,WB,38392.9595989527
3190,120,,120,SJ.120...R,SJ,10,,17.223,21.184,,17.223,21.184,17.417,21.378,Right,State,EB,8083.24756381943
3191,120,,120,SJ.120.R.R,SJ,10,R,16.724,16.962,,R16.724,R16.962,17.179,17.417,Right,State,EB,500.449559439327
3192,120,,120,SJ.120.T.R,SJ,10,T,6.53,7.145,,T6.53,T7.145,6.037,6.652,Right,State,EB,1246.63040889611
3193,120,,120,SJ.120.R.R,SJ,10,R,0.493,6.53,,R0.493,R6.53,0,6.037,Right,State,EB,12285.4436725787
3194,120,,120,MNO120...L,MNO,9,,35.03,58.99,,35.03,58.99,128.825,152.785,Left,State,WB,48705.3598506573
3195,120,,120,MNO120.L.L,MNO,9,L,30.5,30.671,,L30.5,L30.671,124.144,124.315,Left,State,WB,344.385377092197
3196,120,,120,MNO120.R.L,MNO,9,R,0,12.056,,R0.0,R12.056,94.958,107.014,Left,State,WB,24460.5897587829
3197,120,,120,TUO120.R.L,TUO,10,R,50.336,56.51,,R50.336,R56.51,88.784,94.958,Left,State,WB,12604.1776516618
3198,152,,152,SCL152.R.R,SCL,4,R,16.246,19.738,,R16.246,R19.738,26.946,30.438,Right,State,EB,7047.40495367628
3199,120,,120,TUO120...L,TUO,10,,46.123,50.336,,46.123,50.336,84.571,88.784,Left,State,WB,8554.44719591057
3200,120,,120,TUO120...L,TUO,10,,43.749,43.806,,43.749,43.806,82.748,82.805,Left,State,WB,117.111651946896
3201,120,,120,MPA120...L,MPA,10,,41.696,43.749,,41.696,43.749,80.695,82.748,Left,State,WB,4130.23513051444
3202,120,,120,MPA120.R.L,MPA,10,R,41.522,41.69,,R41.522,R41.69,80.527,80.695,Left,State,WB,340.769716156429
3203,120,,120,TUO120.R.L,TUO,10,R,33.25,41.522,,R33.25,R41.522,72.255,80.527,Left,State,WB,17018.5458174981
3204,120,,120,TUO120...L,TUO,10,,25.574,32.815,,25.574,32.815,65.014,72.255,Left,State,WB,14672.863912763
3205,120,,120,TUO120.T.L,TUO,10,T,16.041,16.95,,T16.041,T16.95,55.538,56.447,Left,State,WB,1827.06285286813
3206,120,,120,TUO120.T.L,TUO,10,T,6.798,7.065,,T6.798,T7.065,46.295,46.562,Left,State,WB,596.932577896847
3207,120,,120,TUO120.RLL,TUO,10,R,0,5.852,L,R0.0L,R5.852L,39.497,45.349,Left Independent,State,WB,11940.2224229133
3208,120,,120,STA120...L,STA,10,,15.95,18.017,,15.95,18.017,37.287,39.354,Left,State,WB,4215.7819286781
3209,120,,120,STA120...L,STA,10,,0,14.413,,0.0,14.413,21.378,35.791,Left,State,WB,29238.5360950898
3210,120,,120,SJ.120...L,SJ,10,,17.223,21.184,,17.223,21.184,17.417,21.378,Left,State,WB,8081.25717840453
3211,120,,120,SJ.120.R.L,SJ,10,R,16.724,16.962,,R16.724,R16.962,17.179,17.417,Left,State,WB,492.029698827361
3212,120,,120,SJ.120.T.L,SJ,10,T,6.53,7.145,,T6.53,T7.145,6.037,6.652,Left,State,WB,1264.57264796927
3213,120,,120,SJ.120.R.L,SJ,10,R,0.493,6.53,,R0.493,R6.53,0,6.037,Left,State,WB,12275.3107830529
3214,119,,119,KER119...R,KER,6,,14.914,31.283,,14.914,31.283,13.414,29.783,Right,State,EB,31990.0734891787
3215,119,,119,KER119.R.R,KER,6,R,9.114,13.414,,R9.114,R13.414,9.114,13.414,Right,State,EB,8612.62562682417
3216,119,,119,KER119...R,KER,6,,0,9.114,,0.0,9.114,0,9.114,Right,State,EB,17723.8319257926
3217,119,,119,KER119...L,KER,6,,14.914,31.283,,14.914,31.283,13.414,29.783,Left,State,WB,32009.3583692321
3218,119,,119,KER119.R.L,KER,6,R,9.114,13.414,,R9.114,R13.414,9.114,13.414,Left,State,WB,8612.62562682417
3219,119,,119,KER119...L,KER,6,,0,9.114,,0.0,9.114,0,9.114,Left,State,WB,17721.9443875852
3220,118,,118,LA.118.RRR,LA,7,R,10.997,11.822,R,R10.997R,R11.822R,42.886,43.711,Right Independent,State,EB,1614.37972472595
3221,132,,132,STA132.R.R,STA,10,R,43.63,44.17,,R43.63,R44.17,52.192,52.732,Right,State,EB,1071.26309730111
3222,118,,118,LA.118.R.R,LA,7,R,0,10.997,,R0.0,R10.997,31.889,42.886,Right,State,EB,21398.8231146136
3223,118,,118,VEN118.R.R,VEN,7,R,20.445,32.6,,R20.445,R32.6,19.734,31.889,Right,State,EB,23647.000502707
3224,118,,118,VEN118.T.R,VEN,7,T,18.208,20.427,,T18.208,T20.427,17.515,19.734,Right,State,EB,4304.74505105953
3225,118,,118,VEN118.R.R,VEN,7,R,17.494,17.906,,R17.494,R17.906,17.103,17.515,Right,State,EB,824.870747209123
3226,118,,118,VEN118.R.R,VEN,7,R,0.971,1.463,,R0.971,R1.463,0.618,1.11,Right,State,EB,985.173016169508
3227,118,,118,VEN118...R,VEN,7,,0.353,0.971,,0.353,0.971,0,0.618,Right,State,EB,1192.79161168839
3228,118,,118,LA.118.RLL,LA,7,R,10.997,11.818,L,R10.997L,R11.818L,42.886,43.707,Left Independent,State,WB,1583.03275837411
3229,118,,118,LA.118.R.L,LA,7,R,0,10.997,,R0.0,R10.997,31.889,42.886,Left,State,WB,21403.6701229248
3230,203,,203,MNO203.R.R,MNO,9,R,0,4.782,,R0.0,R4.782,0.68,5.462,Right,State,EB,9639.32372406056
3231,199,,199,DN.199...L,DN,1,,0.799,11.818,,0.799,11.818,0.619,11.638,Left,US,SB,23821.6010095302
3232,118,,118,VEN118.R.L,VEN,7,R,20.445,32.6,,R20.445,R32.6,19.734,31.889,Left,State,WB,23656.0575241091
3233,180,,180,FRE180...R,FRE,6,,83.379,109.528,,83.379,109.528,59.348,85.497,Right,State,EB,52477.885871291
3234,118,,118,VEN118.T.L,VEN,7,T,18.208,20.427,,T18.208,T20.427,17.515,19.734,Left,State,WB,4489.55019878253
3235,118,,118,VEN118.R.L,VEN,7,R,17.494,17.906,,R17.494,R17.906,17.103,17.515,Left,State,WB,824.461686560704
3236,160,,160,CC.160.LLL,CC,4,L,0,0.438,L,L0.0L,L0.438L,0,0.438,Left Independent,State,SB,907.858718160479
3237,118,,118,VEN118...L,VEN,7,,1.501,17.494,,1.501,17.494,1.11,17.103,Left,State,WB,31173.5969778102
3238,118,,118,VEN118.R.L,VEN,7,R,0.971,1.463,,R0.971,R1.463,0.618,1.11,Left,State,WB,981.389213914843
3239,118,,118,VEN118...L,VEN,7,,0.353,0.971,,0.353,0.971,0,0.618,Left,State,WB,1195.12854499045
3240,116,,116,SON116...R,SON,4,,44.067,46.755,,44.067,46.755,44.052,46.74,Right,State,EB,5012.54434749193
3241,116,,116,SON116...R,SON,4,,35.04,41.906,,35.04,41.906,34.813,41.679,Right,State,EB,13568.7162781355
3242,190,,190,TUL190...R,TUL,6,,31.68,32.525,,31.68,32.525,31.551,32.396,Right,State,EB,1609.45993990493
3243,116,,116,SON116...R,SON,4,,27.3,35.03,,27.3,35.03,27.083,34.813,Right,State,EB,15774.4277985269
3244,116,,116,SON116...R,SON,4,,24.257,26.65,,24.257,26.65,24.04,26.433,Right,State,EB,4365.1425333873
3245,180,,180,FRE180...R,FRE,6,,23.5,53.601,,23.5,53.601,0,30.101,Right,State,EB,60501.3658037845
3246,152,,152,SCL152.R.L,SCL,4,R,16.246,19.738,,R16.246,R19.738,26.946,30.438,Left,State,WB,7048.11925951797
3247,116,,116,SON116.R.R,SON,4,R,12.022,12.629,,R12.022,R12.629,11.889,12.496,Right,State,EB,1256.0285441365
3248,116,,116,SON116...R,SON,4,,6.867,12.022,,6.867,12.022,6.734,11.889,Right,State,EB,10609.5117713748
3249,116,,116,SON116.R.R,SON,4,R,5.41,6.734,,R5.41,R6.734,5.41,6.734,Right,State,EB,2740.15399940112
3250,116,,116,SON116...R,SON,4,,0,5.41,,0.0,5.41,0,5.41,Right,State,EB,10968.5979542792
3251,116,,116,SON116...L,SON,4,,44.067,46.755,,44.067,46.755,44.132,46.82,Left,State,WB,5008.55332737119
3252,154,,154,SB.154...L,SB,5,,12.188,30.377,,12.188,30.377,12.529,30.718,Left,State,WB,35534.3698955166
3253,116,,116,SON116.R.L,SON,4,R,41.906,44.279,,R41.906,R44.279,41.759,44.132,Left,State,WB,4868.31773540299
3254,116,,116,SON116...L,SON,4,,35.04,41.906,,35.04,41.906,34.893,41.759,Left,State,WB,13569.5929031741
3255,116,,116,SON116...L,SON,4,,27.3,35.03,,27.3,35.03,27.163,34.893,Left,State,WB,15763.9531934259
3256,116,,116,SON116.RLL,SON,4,R,26.65,27.38,L,R26.65L,R27.38L,26.433,27.163,Left Independent,State,WB,1477.87982418239
3257,116,,116,SON116.R.L,SON,4,R,23.34,24.232,,R23.34,R24.232,23.148,24.04,Left,State,WB,1843.66282744977
3258,139,,139,LAS139...R,LAS,2,,7.28,7.418,,7.28,7.418,7.128,7.266,Right,State,NB,309.07117603747
3259,116,,116,SON116...L,SON,4,,22.84,23.34,,22.84,23.34,22.648,23.148,Left,State,WB,1020.2530437528
3260,116,,116,SON116...L,SON,4,,12.561,22.113,,12.561,22.113,12.496,22.048,Left,State,WB,19083.8570688848
3261,125,,125,SD.125...L,SD,11,,9.161,14.888,,9.161,14.888,10.887,16.614,Left,State,SB,10879.324858296
3262,116,,116,SON116.R.L,SON,4,R,12.022,12.629,,R12.022,R12.629,11.889,12.496,Left,State,WB,1256.03227866069
3263,116,,116,SON116...L,SON,4,,6.867,12.022,,6.867,12.022,6.734,11.889,Left,State,WB,10619.7431629798
3264,116,,116,SON116.R.L,SON,4,R,5.41,6.734,,R5.41,R6.734,5.41,6.734,Left,State,WB,2740.15399940112
3265,116,,116,SON116...L,SON,4,,0,5.41,,0.0,5.41,0,5.41,Left,State,WB,10968.5979542792
3266,115,,115,IMP115...R,IMP,11,,21.18,35.235,,21.18,35.235,19.824,33.879,Right,State,NB,27093.6585007906
3267,115,,115,IMP115...R,IMP,11,,9.54,21.17,,9.54,21.17,8.194,19.824,Right,State,NB,22396.4895798411
3268,154,,154,SB.154.R.L,SB,5,R,2.141,10.528,,R2.141,R10.528,2.661,11.048,Left,State,WB,16451.1953552205
3269,115,,115,IMP115.L.R,IMP,11,L,9.54,11.395,,L9.54,L11.395,6.339,8.194,Right,State,NB,3540.64932281865
3270,115,,115,IMP115.R.R,IMP,11,R,3.201,9.54,,R3.201,R9.54,0,6.339,Right,State,NB,12145.0409463904
3271,115,,115,IMP115...L,IMP,11,,21.18,35.235,,21.18,35.235,19.824,33.879,Left,State,SB,27093.6585007906
3272,115,,115,IMP115...L,IMP,11,,9.54,21.17,,9.54,21.17,8.194,19.824,Left,State,SB,22396.4895798411
3273,115,,115,IMP115.R.L,IMP,11,R,3.201,9.54,,R3.201,R9.54,0,6.339,Left,State,SB,12145.0355296436
3274,114,,114,SM.114...R,SM,4,,5,5.926,,5.0,5.926,0,0.926,Right,State,NB,1951.87550809753
3275,114,,114,SM.114...L,SM,4,,5,5.926,,5.0,5.926,0,0.926,Left,State,SB,1940.24430814235
3276,113,,113,SUT113...R,SUT,3,,11.927,16.461,,11.927,16.461,56.11,60.644,Right,State,NB,9414.10088486674
3277,113,,113,SUT113...R,SUT,3,,0,10.541,,0.0,10.541,44.195,54.736,Right,State,NB,21939.835033476
3278,113,,113,YOL113...R,YOL,3,,21.521,22.076,,21.521,22.076,43.64,44.195,Right,State,NB,1061.4685864417
3279,113,,113,YOL113...R,YOL,3,,11.296,21.148,,11.296,21.148,33.402,43.254,Right,State,NB,20283.2239354669
3280,113,,113,YOL113.R.R,YOL,3,R,0,11.142,,R0.0,R11.142,22.26,33.402,Right,State,NB,23090.1052224358
3281,113,,113,SOL113.R.R,SOL,4,R,21.989,22.45,,R21.989,R22.45,21.799,22.26,Right,State,NB,971.072680894853
3282,113,,113,SOL113.RRR,SOL,4,R,21.24,21.989,R,R21.24R,R21.989R,21.05,21.799,Right Independent,State,NB,1434.84135217188
3283,113,,113,SOL113...R,SOL,4,,11.878,21.24,,11.878,21.24,11.688,21.05,Right,State,NB,19235.141199129
3284,152,,152,SCL152.R.L,SCL,4,R,9.914,10.222,,R9.914,R10.222,20.751,21.059,Left,State,WB,562.534441464283
3285,113,,113,SOL113...R,SOL,4,,0,11.688,,0.0,11.688,0,11.688,Right,State,NB,23896.2168371472
3286,113,,113,SUT113...L,SUT,3,,11.927,16.461,,11.927,16.461,55.697,60.231,Left,State,SB,9414.10088486674
3287,113,,113,SUT113.R.L,SUT,3,R,10.541,11.915,,R10.541,R11.915,54.323,55.697,Left,State,SB,2846.0016010808
3288,113,,113,SUT113...L,SUT,3,,0,10.541,,0.0,10.541,43.782,54.323,Left,State,SB,21939.835033476
3289,142,,142,ORA142...L,ORA,12,,1.782,6.35,,1.782,6.35,1.182,5.75,Left,State,WB,8622.2255094252
3290,113,,113,YOL113...L,YOL,3,,21.521,22.076,,21.521,22.076,43.227,43.782,Left,State,SB,1061.4685864417
3291,113,,113,YOL113.M.L,YOL,3,M,21.148,21.348,,M21.148,M21.348,42.841,43.041,Left,State,SB,412.599650690458
3292,113,,113,YOL113...L,YOL,3,,11.296,21.148,,11.296,21.148,32.989,42.841,Left,State,SB,20285.530752718
3293,113,,113,YOL113.R.L,YOL,3,R,0,11.142,,R0.0,R11.142,21.847,32.989,Left,State,SB,22343.4892958457
3294,113,,113,SOL113.R.L,SOL,4,R,21.989,22.45,,R21.989,R22.45,21.386,21.847,Left,State,SB,974.264271753463
3295,113,,113,SOL113.RLL,SOL,4,R,21.653,21.989,L,R21.653L,R21.989L,21.05,21.386,Left Independent,State,SB,690.12140725491
3296,113,,113,SOL113...L,SOL,4,,0,11.688,,0.0,11.688,0,11.688,Left,State,SB,23896.2051383776
3297,112,,112,ALA112...R,ALA,4,,0.471,1.782,,0.471,1.782,0.471,1.782,Right,State,EB,2674.51623156787
3298,112,,112,ALA112.R.R,ALA,4,R,0,0.471,,R0.0,R0.471,0,0.471,Right,State,EB,956.311215653527
3299,112,,112,ALA112.R.L,ALA,4,R,0,0.471,,R0.0,R0.471,0,0.471,Left,State,WB,957.096509537018
3300,111,,111,RIV111.R.R,RIV,8,R,60.295,63.378,,R60.295,R63.378,96.499,99.582,Right,State,NB,5978.23410737378
3301,111,,111,RIV111.RRR,RIV,8,R,59.622,60.295,R,R59.622R,R60.295R,95.826,96.499,Right Independent,State,NB,1308.04188596155
3302,111,,111,RIV111...R,RIV,8,,53.821,59.438,,53.821,59.438,90.025,95.642,Right,State,NB,10894.1680092026
3303,111,,111,RIV111.T.R,RIV,8,T,47.795,53.944,,T47.795,T53.944,83.876,90.025,Right,State,NB,11942.1579252686
3304,111,,111,RIV111.R.R,RIV,8,R,18.478,19.455,,R18.478,R19.455,82.304,83.281,Right,State,NB,1622.46691692932
3305,111,,111,RIV111...R,RIV,8,,0,18.478,,0.0,18.478,63.826,82.304,Right,State,NB,35694.2318233217
3306,111,,111,IMP111...R,IMP,11,,23.45,65.395,,23.45,65.395,21.881,63.826,Right,State,NB,80912.9735021232
3307,111,,111,IMP111.R.R,IMP,11,R,12.563,22.016,,R12.563,R22.016,12.428,21.881,Right,State,NB,18191.2613532584
3308,111,,111,IMP111.M.R,IMP,11,M,12.295,12.563,,M12.295,M12.563,12.16,12.428,Right,State,NB,514.570346502327
3309,111,,111,IMP111.R.R,IMP,11,R,1.183,12.295,,R1.183,R12.295,1.048,12.16,Right,State,NB,21347.2081666612
3310,116,,116,SON116...R,SON,4,,22.84,23.34,,22.84,23.34,22.648,23.148,Right,State,EB,1020.2530437528
3311,111,,111,IMP111.R.R,IMP,11,R,0,0.273,,R0.0,R0.273,0,0.273,Right,State,NB,534.127333524622
3312,111,,111,RIV111.R.L,RIV,8,R,60.295,63.378,,R60.295,R63.378,96.514,99.597,Left,State,SB,5939.34367558061
3313,111,,111,RIV111.RLL,RIV,8,R,59.622,60.295,L,R59.622L,R60.295L,95.826,96.499,Left Independent,State,SB,1297.94653381798
3314,111,,111,RIV111.T.L,RIV,8,T,59.438,59.622,,T59.438,T59.622,95.642,95.826,Left,State,SB,357.717709875016
3315,111,,111,RIV111...L,RIV,8,,53.821,59.438,,53.821,59.438,90.025,95.642,Left,State,SB,10908.258086436
3316,111,,111,RIV111.T.L,RIV,8,T,47.795,53.944,,T47.795,T53.944,83.876,90.025,Left,State,SB,11938.0787128135
3317,111,,111,RIV111...L,RIV,8,,47.2,47.795,,47.2,47.795,83.281,83.876,Left,State,SB,1123.85856350945
3318,111,,111,RIV111.R.L,RIV,8,R,18.478,19.455,,R18.478,R19.455,82.304,83.281,Left,State,SB,1622.46691692932
3319,113,,113,YOL113.R.L,YOL,3,R,21.348,21.534,,R21.348,R21.534,43.041,43.227,Left,State,SB,380.358163844327
3320,111,,111,RIV111...L,RIV,8,,0,18.478,,0.0,18.478,63.826,82.304,Left,State,SB,35694.2318233217
3321,111,,111,IMP111...L,IMP,11,,23.45,65.395,,23.45,65.395,21.881,63.826,Left,State,SB,80907.6556229503
3322,111,,111,IMP111.R.L,IMP,11,R,12.563,22.016,,R12.563,R22.016,12.428,21.881,Left,State,SB,18190.712297804
3323,111,,111,IMP111.M.L,IMP,11,M,12.295,12.563,,M12.295,M12.563,12.16,12.428,Left,State,SB,514.440615950993
3324,111,,111,IMP111.R.L,IMP,11,R,1.183,12.295,,R1.183,R12.295,1.048,12.16,Left,State,SB,21348.4610220974
3325,111,,111,IMP111...L,IMP,11,,0.408,1.183,,0.408,1.183,0.273,1.048,Left,State,SB,1502.39780740711
3326,128,,128,YOL128.R.L,YOL,3,R,5.08,5.416,,R5.08,R5.416,117.573,117.909,Left,State,WB,690.829712371371
3327,111,,111,IMP111.R.L,IMP,11,R,0,0.273,,R0.0,R0.273,0,0.273,Left,State,SB,465.468272679883
3328,110,,110,LA.110...R,LA,7,,25.484,31.913,,25.484,31.913,24.67,31.099,Right,State,NB,12415.8752191227
3329,198,,198,TUL198.RRR,TUL,6,R,3.257,4.23,R,R3.257R,R4.23R,100.088,101.061,Right Independent,State,EB,1942.16107162699
3330,110,,110,LA.110..RR,LA,7,,24.525,25.484,R,24.525R,25.484R,23.711,24.67,Right Independent,State,NB,1874.1755182902
3331,110,,110,LA.110...R,LA,7,,1.756,21.444,,1.756,21.444,0.942,20.63,Right,Interstate,NB,38325.6762900072
3332,110,,110,LA.110.R.R,LA,7,R,0.745,1.686,,R0.745,R1.686,0.001,0.942,Right,Interstate,NB,1826.47555743299
3333,110,,110,LA.110...R,LA,7,,0.744,0.745,,0.744,0.745,0,0.001,Right,Interstate,NB,1.91392554269246
3334,110,,110,LA.110...L,LA,7,,25.484,31.913,,25.484,31.913,24.622,31.051,Left,State,SB,12417.688313898
3335,110,,110,LA.110...L,LA,7,,21.444,24.525,,21.444,24.525,20.63,23.711,Left,State,SB,5995.97309241165
3336,118,,118,LA.118.R.L,LA,7,R,11.822,14.427,,R11.822,R14.427,43.707,46.312,Left,State,WB,5058.31907148609
3337,110,,110,LA.110.R.L,LA,7,R,0.745,1.686,,R0.745,R1.686,0.001,0.942,Left,Interstate,SB,1823.70418117538
3338,110,,110,LA.110...L,LA,7,,0.744,0.745,,0.744,0.745,0,0.001,Left,Interstate,SB,1.79925633289165
3339,109,,109,SM.109...R,SM,4,,1.103,1.87,,1.103,1.87,0,0.767,Right,State,NB,1562.5079232637
3340,140,,140,MPA140.R.R,MPA,10,R,5.823,6.488,,R5.823,R6.488,55.908,56.573,Right,State,EB,1301.98749283739
3341,120,,120,TUO120.R.L,TUO,10,R,5.852,6.798,,R5.852,R6.798,45.349,46.295,Left,State,WB,1923.32464571239
3342,109,,109,SM.109...L,SM,4,,1.103,1.87,,1.103,1.87,0,0.767,Left,State,SB,1553.50708186172
3343,108,,108,MNO108...R,MNO,9,,0,15.149,,0.0,15.149,83.763,98.912,Right,State,EB,30278.987532931
3344,108,,108,TUO108...R,TUO,10,,23.941,50.303,,23.941,50.303,41.429,67.791,Right,State,EB,53833.8855187844
3345,108,,108,TUO108.R.R,TUO,10,R,16.063,22.055,,R16.063,R22.055,35.437,41.429,Right,State,EB,12297.7831850488
3346,108,,108,TUO108...R,TUO,10,,12.821,17.215,,12.821,17.215,31.043,35.437,Right,State,EB,8894.31875006086
3347,174,,174,NEV174...L,NEV,3,,8.342,9.634,,8.342,9.634,11.227,12.519,Left,State,SB,2672.29103597578
3348,108,,108,TUO108.R.R,TUO,10,R,9.356,12.178,,R9.356,R12.178,28.032,30.854,Right,State,EB,5670.73368284534
3349,108,,108,TUO108...R,TUO,10,,5.623,9.294,,5.623,9.294,24.361,28.032,Right,State,EB,7504.46255153858
3350,108,,108,TUO108.R.R,TUO,10,R,0,5.682,,R0.0,R5.682,18.679,24.361,Right,State,EB,11594.2713676881
3351,108,,108,TUO108.L.R,TUO,10,L,0,2.808,,L0.0,L2.808,15.871,18.679,Right,State,EB,5721.9903054209
3352,108,,108,STA108...R,STA,10,,35.372,38.236,,35.372,38.236,13.007,15.871,Right,State,EB,5745.04304455117
3353,108,,108,STA108.R.R,STA,10,R,33.934,34.398,,R33.934,R34.398,11.583,12.047,Right,State,EB,990.723028162122
3354,108,,108,STA108.R.R,STA,10,R,32.17,32.446,,R32.17,R32.446,9.817,10.093,Right,State,EB,552.861966395696
3355,193,,193,PLA193...R,PLA,3,,5.456,10.427,,5.456,10.427,2.864,7.835,Right,State,EB,10087.4616746585
3356,108,,108,STA108.R.R,STA,10,R,22.964,23.08,,R22.964,R23.08,0.611,0.727,Right,State,EB,253.226841166003
3357,111,,111,RIV111.T.R,RIV,8,T,59.438,59.622,,T59.438,T59.622,95.642,95.826,Right,State,NB,355.546465592575
3358,108,,108,STA108.L.R,STA,10,L,22.836,22.964,,L22.836,L22.964,0.483,0.611,Right,State,EB,254.260749414715
3359,108,,108,STA108.RRR,STA,10,R,22.438,22.921,R,R22.438R,R22.921R,0,0.483,Right Independent,State,EB,1001.07221333523
3360,108,,108,MNO108...L,MNO,9,,0,15.149,,0.0,15.149,83.678,98.827,Left,State,WB,30278.987532931
3361,108,,108,TUO108...L,TUO,10,,51,66.972,,51.0,66.972,67.706,83.678,Left,State,WB,33129.3430147491
3362,108,,108,TUO108...L,TUO,10,,23.941,50.303,,23.941,50.303,41.344,67.706,Left,State,WB,53834.4481793064
3363,108,,108,TUO108...L,TUO,10,,12.821,17.215,,12.821,17.215,30.958,35.352,Left,State,WB,8894.29891084373
3364,108,,108,TUO108.T.L,TUO,10,T,12.178,12.367,,T12.178,T12.367,30.769,30.958,Left,State,WB,346.449243851254
3365,108,,108,TUO108...L,TUO,10,,5.623,9.294,,5.623,9.294,24.276,27.947,Left,State,WB,7501.31134842777
3366,108,,108,TUO108.R.L,TUO,10,R,0,5.682,,R0.0,R5.682,18.594,24.276,Left,State,WB,11594.2713676881
3367,108,,108,TUO108.L.L,TUO,10,L,0,2.808,,L0.0,L2.808,15.786,18.594,Left,State,WB,5721.9903054209
3368,156,,156,MON156.T.R,MON,5,T,4.742,5.427,,T4.742,T5.427,5.684,6.369,Right,State,EB,1370.88210219704
3369,108,,108,STA108...L,STA,10,,35.372,38.236,,35.372,38.236,12.922,15.786,Left,State,WB,5742.89753964667
3370,108,,108,STA108.R.L,STA,10,R,35.142,35.365,,R35.142,R35.365,12.699,12.922,Left,State,WB,447.954619379203
3371,108,,108,STA108...L,STA,10,,34.405,35.142,,34.405,35.142,11.962,12.699,Left,State,WB,1500.18009327389
3372,108,,108,STA108.R.L,STA,10,R,33.934,34.398,,R33.934,R34.398,11.498,11.962,Left,State,WB,990.723028162122
3373,173,,173,SBD173.L.R,SBD,8,L,0,7.754,,L0.0,L7.754,0,7.754,Right,State,EB,15158.8559337377
3374,108,,108,STA108...L,STA,10,,32.444,33.934,,32.444,33.934,10.008,11.498,Left,State,WB,2981.82625855149
3375,108,,108,STA108.R.L,STA,10,R,32.17,32.446,,R32.17,R32.446,9.732,10.008,Left,State,WB,554.150928121831
3376,108,,108,STA108...L,STA,10,,23.08,32.17,,23.08,32.17,0.642,9.732,Left,State,WB,18447.4398262786
3377,108,,108,STA108.L.L,STA,10,L,22.836,22.964,,L22.836,L22.964,0.398,0.526,Left,State,WB,253.838597876937
3378,108,,108,STA108.RLL,STA,10,R,22.438,22.836,L,R22.438L,R22.836L,0,0.398,Left Independent,State,WB,828.365906191748
3379,107,,107,LA.107...R,LA,7,,0,4.801,,0.0,4.801,0,4.801,Right,State,NB,9352.61849410334
3380,105,,105,LA.105.R.R,LA,7,R,0,18.145,,R0.0,R18.145,0,18.145,Right,Interstate,EB,35180.8196096488
3381,104,,104,AMA104.R.R,AMA,10,R,2.244,8.201,,R2.244,R8.201,19.932,25.889,Right,State,EB,12209.0888235553
3382,104,,104,AMA104...R,AMA,10,,0,2.244,,0.0,2.244,17.688,19.932,Right,State,EB,4470.35226816934
3383,104,,104,SAC104.R.R,SAC,3,R,11.35,11.762,,R11.35,R11.762,11.35,11.762,Right,State,EB,848.969642231203
3384,104,,104,SAC104...R,SAC,3,,0,11.35,,0.0,11.35,0,11.35,Right,State,EB,23290.4561518096
3385,104,,104,AMA104...L,AMA,10,,8.386,10.072,,8.386,10.072,25.889,27.575,Left,State,WB,3480.63664247444
3386,104,,104,AMA104.R.L,AMA,10,R,2.244,8.201,,R2.244,R8.201,19.932,25.889,Left,State,WB,12209.0888235553
3387,104,,104,AMA104...L,AMA,10,,0,2.244,,0.0,2.244,17.688,19.932,Left,State,WB,4470.35226816934
3388,104,,104,SAC104...L,SAC,3,,11.762,17.688,,11.762,17.688,11.762,17.688,Left,State,WB,12292.4605508911
3389,116,,116,SON116...L,SON,4,,24.257,26.65,,24.257,26.65,24.04,26.433,Left,State,WB,4360.92127764401
3390,104,,104,SAC104.R.L,SAC,3,R,11.35,11.762,,R11.35,R11.762,11.35,11.762,Left,State,WB,848.969642231203
3391,104,,104,SAC104...L,SAC,3,,0,11.35,,0.0,11.35,0,11.35,Left,State,WB,23286.9319715007
3392,103,,103,LA.103...L,LA,7,,0,1.752,,0.0,1.752,0,1.752,Left,State,SB,3334.07702381822
3393,142,,142,SBD142...R,SBD,8,,5.16,5.782,,5.16,5.782,10.845,11.467,Right,State,EB,1201.14795093017
3394,101,U,101U,MEN101U..R,MEN,1,,99.781,100.457,,99.781,100.457,1.421,2.097,Right,US,NB,1559.40415152428
3395,101,U,101U,MEN101U..L,MEN,1,,99.781,100.457,,99.781,100.457,1.421,2.097,Left,US,SB,1559.40415152428
3396,108,,108,STA108.R.L,STA,10,R,22.964,23.08,,R22.964,R23.08,0.526,0.642,Left,State,WB,259.837755994768
3397,101,U,101U,MEN101U..L,MEN,1,,47.512,48.933,,47.512,48.933,0,1.421,Left,US,SB,2460.5643422347
3398,101,U,101U,MEN101U..R,MEN,1,,47.512,48.933,,47.512,48.933,0,1.421,Right,US,NB,2460.5643422347
3399,101,,101,DN.101...R,DN,1,,31.082,46.492,,31.082,46.492,791.19,806.6,Right,US,NB,33354.1529869969
